word,valence,arousal,dominance,trust
commence,0.76,0.585,0.741,0.0
commend,0.906,0.694,0.711,0.617
commendable,0.786,0.57,0.555,0.68
commendation,0.911,0.5,0.639,0.594
commensurate,0.61,0.304,0.55,0.0
comment,0.667,0.417,0.379,0.0
commentary,0.602,0.402,0.446,0.0
commentator,0.492,0.51,0.607,0.0
commerce,0.646,0.5,0.788,0.461
commercial,0.806,0.49,0.528,0.0
commie,0.385,0.519,0.454,0.0
commissary,0.385,0.5,0.788,0.0
commission,0.677,0.48,0.571,0.469
commissioner,0.602,0.449,0.949,0.0
commit,0.365,0.529,0.491,0.0
commitment,0.714,0.71,0.843,0.0
committal,0.472,0.519,0.582,0.0
committed,0.71,0.542,0.712,0.805
committee,0.592,0.392,0.721,0.516
commodity,0.615,0.394,0.537,0.0
commodore,0.427,0.53,0.636,0.414
common,0.6,0.127,0.318,0.0
commoner,0.448,0.365,0.327,0.0
commonly,0.604,0.17,0.574,0.0
commonplace,0.52,0.337,0.442,0.453
commons,0.633,0.396,0.623,0.0
commonwealth,0.63,0.406,0.702,0.523
commotion,0.49,0.7,0.646,0.0
communal,0.592,0.321,0.556,0.0
commune,0.5,0.488,0.655,0.0
communicable,0.796,0.491,0.623,0.0
communicate,0.823,0.41,0.696,0.664
communication,0.837,0.4,0.649,0.625
communicative,0.847,0.56,0.637,0.0
communicator,0.573,0.509,0.796,0.0
communion,0.765,0.357,0.607,0.578
communism,0.264,0.57,0.623,0.0
communist,0.265,0.702,0.632,0.0
community,0.75,0.35,0.659,0.0
commutation,0.469,0.431,0.652,0.0
commutative,0.667,0.442,0.569,0.0
commute,0.622,0.582,0.565,0.0
commuter,0.646,0.52,0.512,0.0
comp,0.573,0.45,0.371,0.0
compact,0.458,0.417,0.673,0.43
compaction,0.531,0.471,0.582,0.0
compactness,0.582,0.352,0.454,0.0
companion,0.77,0.377,0.618,0.75
companionless,0.271,0.259,0.2,0.0
companionship,0.833,0.438,0.792,0.0
company,0.906,0.425,0.798,0.0
comparable,0.562,0.443,0.458,0.0
comparative,0.47,0.273,0.562,0.0
comparatively,0.604,0.391,0.538,0.0
compare,0.552,0.408,0.524,0.0
comparison,0.583,0.456,0.492,0.0
compartment,0.5,0.389,0.607,0.0
compass,0.541,0.307,0.529,0.57
compassion,0.735,0.258,0.509,0.759
compassionate,0.857,0.404,0.411,0.695
compatibility,0.816,0.45,0.673,0.0
compatible,0.892,0.387,0.638,0.0
compel,0.2,0.847,0.625,0.0
compelled,0.333,0.654,0.347,0.0
compelling,0.698,0.57,0.87,0.0
compendium,0.61,0.461,0.537,0.0
compensate,0.612,0.429,0.762,0.562
compensation,0.775,0.469,0.598,0.0
compensatory,0.589,0.49,0.7,0.0
compete,0.573,0.745,0.786,0.0
competence,0.615,0.802,0.823,0.75
competency,0.768,0.775,0.764,0.648
competent,0.865,0.56,0.904,0.688
competition,0.58,0.79,0.798,0.0
competitive,0.447,0.718,0.908,0.0
competitor,0.612,0.959,0.861,0.0
compilation,0.53,0.512,0.606,0.0
compile,0.6,0.413,0.519,0.0
complacency,0.604,0.503,0.519,0.0
complacent,0.625,0.452,0.518,0.0
complain,0.143,0.682,0.36,0.0
complaint,0.143,0.606,0.281,0.0
complement,0.76,0.277,0.6,0.57
complementary,0.714,0.32,0.586,0.0
complete,0.75,0.414,0.809,0.0
completed,0.823,0.357,0.777,0.0
completely,0.73,0.37,0.69,0.0
completeness,0.823,0.433,0.769,0.0
completing,0.614,0.5,0.769,0.0
completion,0.656,0.47,0.525,0.0
complex,0.388,0.608,0.55,0.0
complexed,0.312,0.577,0.612,0.0
complexion,0.521,0.52,0.38,0.0
complexity,0.479,0.62,0.595,0.0
compliance,0.75,0.462,0.75,0.586
compliant,0.677,0.31,0.519,0.0
complicate,0.21,0.657,0.404,0.0
complicated,0.211,0.66,0.455,0.0
complication,0.365,0.726,0.33,0.0
complicity,0.323,0.684,0.67,0.0
compliment,0.82,0.49,0.651,0.516
complimentary,0.823,0.413,0.435,0.594
comply,0.806,0.37,0.638,0.0
complying,0.729,0.423,0.59,0.0
compo,0.5,0.346,0.39,0.0
component,0.531,0.382,0.525,0.0
compose,0.639,0.432,0.694,0.0
composed,0.684,0.385,0.682,0.0
composer,0.822,0.588,0.691,0.0
composite,0.591,0.459,0.62,0.0
composition,0.765,0.408,0.652,0.0
compost,0.48,0.404,0.441,0.0
composure,0.802,0.354,0.717,0.0
compound,0.635,0.385,0.735,0.0
comprehend,0.875,0.365,0.689,0.0
comprehension,0.908,0.387,0.688,0.0
comprehensive,0.796,0.385,0.644,0.0
compress,0.406,0.412,0.46,0.0
compressed,0.323,0.396,0.388,0.0
compressible,0.622,0.392,0.585,0.0
compression,0.646,0.521,0.579,0.0
compressor,0.418,0.481,0.63,0.0
comprise,0.839,0.373,0.669,0.0
compromise,0.677,0.52,0.805,0.0
comptroller,0.402,0.481,0.866,0.438
compulsion,0.118,0.76,0.604,0.0
compulsive,0.347,0.871,0.573,0.0
compulsory,0.343,0.541,0.791,0.0
computable,0.57,0.402,0.545,0.0
computation,0.583,0.429,0.697,0.0
compute,0.531,0.408,0.564,0.0
computer,0.802,0.356,0.639,0.0
computerized,0.677,0.45,0.657,0.0
computing,0.745,0.398,0.695,0.0
comrade,0.781,0.412,0.804,0.648
con,0.255,0.736,0.427,0.0
concatenation,0.48,0.593,0.539,0.0
concave,0.441,0.349,0.349,0.0
conceal,0.312,0.436,0.306,0.0
concealed,0.344,0.363,0.352,0.0
concealment,0.302,0.57,0.39,0.0
concede,0.67,0.324,0.473,0.0
conceit,0.354,0.625,0.309,0.0
conceited,0.194,0.667,0.473,0.0
conceivable,0.73,0.35,0.613,0.0
conceive,0.708,0.538,0.7,0.0
concentrate,0.75,0.439,0.743,0.0
concentration,0.735,0.5,0.722,0.0
concentric,0.73,0.479,0.635,0.0
concept,0.573,0.265,0.632,0.0
conception,0.694,0.49,0.614,0.0
concern,0.25,0.734,0.463,0.0
concerned,0.292,0.698,0.35,0.0
concert,0.938,0.867,0.718,0.0
concerto,0.613,0.759,0.679,0.0
concession,0.588,0.423,0.615,0.0
concessional,0.77,0.493,0.657,0.0
conch,0.583,0.306,0.339,0.0
concierge,0.48,0.343,0.343,0.0
conciliation,0.792,0.475,0.726,0.547
concise,0.583,0.298,0.62,0.0
conclave,0.573,0.44,0.611,0.0
conclude,0.53,0.267,0.679,0.0
concluding,0.531,0.382,0.603,0.0
conclusion,0.615,0.377,0.659,0.0
conclusive,0.5,0.427,0.745,0.0
concoction,0.448,0.459,0.417,0.0
concomitant,0.427,0.482,0.727,0.0
concord,0.677,0.32,0.586,0.484
concordance,0.625,0.358,0.608,0.562
concours,0.5,0.53,0.495,0.0
concourse,0.74,0.657,0.528,0.0
concrete,0.633,0.42,0.547,0.0
concubine,0.388,0.594,0.476,0.0
concur,0.459,0.394,0.429,0.0
concurrence,0.764,0.627,0.613,0.0
concurrent,0.573,0.547,0.741,0.0
concurring,0.573,0.6,0.681,0.0
concussion,0.072,0.708,0.482,0.0
condemn,0.102,0.793,0.625,0.0
condemnation,0.133,0.725,0.449,0.0
condensation,0.51,0.316,0.538,0.0
condensed,0.598,0.415,0.623,0.0
condescending,0.583,0.363,0.593,0.0
condescension,0.521,0.377,0.565,0.0
condiment,0.52,0.333,0.433,0.0
condition,0.5,0.469,0.519,0.0
conditional,0.521,0.343,0.556,0.0
conditionally,0.396,0.419,0.617,0.0
conditioned,0.49,0.417,0.616,0.0
conditioner,0.781,0.36,0.538,0.0
conditioning,0.44,0.468,0.617,0.0
conditions,0.551,0.441,0.593,0.0
condo,0.439,0.288,0.607,0.0
condolence,0.26,0.443,0.404,0.0
condolences,0.198,0.48,0.288,0.0
condom,0.406,0.637,0.5,0.0
condone,0.571,0.441,0.619,0.0
condor,0.573,0.388,0.519,0.0
conducive,0.775,0.479,0.679,0.0
conduct,0.453,0.51,0.75,0.0
conduction,0.53,0.557,0.717,0.0
conductivity,0.583,0.575,0.642,0.0
conductor,0.677,0.663,0.621,0.0
conduit,0.47,0.302,0.413,0.0
cone,0.417,0.208,0.343,0.0
confederacy,0.59,0.541,0.736,0.0
confederate,0.551,0.546,0.792,0.375
confederation,0.663,0.404,0.83,0.0
confer,0.573,0.482,0.583,0.0
conference,0.688,0.615,0.606,0.0
confess,0.36,0.712,0.431,0.484
confession,0.469,0.642,0.46,0.516
confessional,0.458,0.392,0.629,0.508
confessions,0.325,0.538,0.658,0.0
confetti,0.781,0.573,0.25,0.0
confidant,0.837,0.633,0.631,0.0
confide,0.669,0.472,0.595,0.68
confidence,0.959,0.276,0.943,0.641
confident,0.765,0.324,0.723,0.727
confidential,0.643,0.471,0.761,0.68
confidentiality,0.667,0.431,0.718,0.0
confidentially,0.633,0.469,0.558,0.727
configuration,0.54,0.443,0.591,0.0
confine,0.327,0.551,0.538,0.0
confined,0.286,0.472,0.444,0.0
confinement,0.333,0.656,0.52,0.0
confines,0.396,0.386,0.542,0.0
confirm,0.802,0.439,0.806,0.0
confirmation,0.812,0.48,0.692,0.734
confirmatory,0.656,0.5,0.683,0.0
confirmed,0.76,0.49,0.764,0.68
confiscate,0.25,0.625,0.482,0.0
confiscation,0.208,0.706,0.586,0.0
conflagration,0.344,0.721,0.594,0.0
conflict,0.335,0.906,0.471,0.0
conflicting,0.173,0.738,0.553,0.0
confluence,0.677,0.598,0.565,0.0
conform,0.479,0.38,0.375,0.0
conformance,0.608,0.278,0.254,0.0
conformation,0.622,0.435,0.711,0.0
conformity,0.645,0.363,0.579,0.438
confound,0.347,0.529,0.333,0.0
confounded,0.333,0.528,0.264,0.0
confront,0.281,0.76,0.746,0.0
confrontation,0.177,0.87,0.658,0.0
confuse,0.1,0.58,0.27,0.0
confused,0.22,0.65,0.179,0.0
confusing,0.229,0.69,0.222,0.0
confusion,0.255,0.667,0.277,0.0
conga,0.469,0.529,0.44,0.0
congenial,0.82,0.412,0.62,0.0
congenital,0.448,0.434,0.427,0.0
congestion,0.271,0.654,0.491,0.0
conglomerate,0.5,0.5,0.838,0.414
conglomeration,0.541,0.72,0.67,0.0
congrats,0.93,0.726,0.775,0.0
congratulate,0.927,0.724,0.784,0.0
congratulation,0.948,0.78,0.717,0.0
congratulations,0.96,0.755,0.719,0.0
congratulatory,0.959,0.616,0.689,0.0
congregate,0.653,0.53,0.733,0.0
congregation,0.561,0.49,0.7,0.562
congress,0.449,0.444,0.857,0.273
congressional,0.552,0.491,0.848,0.0
congressman,0.438,0.471,0.877,0.297
congruence,0.656,0.472,0.577,0.555
conic,0.51,0.368,0.379,0.0
conical,0.49,0.422,0.471,0.0
conjecture,0.396,0.398,0.534,0.0
conjugal,0.698,0.51,0.688,0.0
conjugate,0.583,0.42,0.467,0.0
conjugation,0.479,0.429,0.582,0.0
conjunction,0.52,0.472,0.509,0.0
conjunctive,0.487,0.444,0.639,0.0
conjure,0.385,0.679,0.645,0.0
conjuring,0.224,0.653,0.694,0.0
conk,0.34,0.469,0.404,0.0
connect,0.724,0.299,0.536,0.0
connected,0.816,0.55,0.612,0.0
connection,0.729,0.56,0.655,0.0
connective,0.719,0.491,0.764,0.57
connoisseur,0.76,0.461,0.769,0.523
conquer,0.694,0.873,0.971,0.273
conquering,0.76,0.873,0.936,0.0
conqueror,0.604,0.809,0.93,0.0
conquest,0.71,0.702,0.833,0.0
conscience,0.663,0.375,0.721,0.633
conscientious,0.688,0.404,0.688,0.641
conscious,0.74,0.333,0.705,0.0
consciousness,0.84,0.483,0.755,0.0
conscription,0.396,0.775,0.642,0.0
consecrated,0.663,0.5,0.8,0.0
consecration,0.771,0.418,0.804,0.461
consecutive,0.663,0.418,0.643,0.0
consensual,0.663,0.417,0.655,0.0
consensus,0.627,0.358,0.625,0.0
consent,0.75,0.5,0.62,0.0
consenting,0.727,0.406,0.693,0.0
consequence,0.24,0.721,0.593,0.0
consequent,0.663,0.471,0.625,0.0
conservation,0.832,0.401,0.606,0.586
conservatism,0.406,0.369,0.633,0.0
conservative,0.615,0.316,0.788,0.0
conservatory,0.635,0.24,0.729,0.0
conserve,0.69,0.347,0.573,0.0
consider,0.677,0.368,0.579,0.0
considerable,0.653,0.314,0.683,0.0
considerate,0.781,0.38,0.633,0.609
consideration,0.589,0.38,0.687,0.0
consignee,0.635,0.385,0.602,0.0
consignment,0.49,0.44,0.5,0.0
consist,0.823,0.386,0.58,0.0
consistency,0.714,0.5,0.887,0.711
consistent,0.786,0.431,0.726,0.0
consolation,0.408,0.25,0.304,0.0
console,0.625,0.398,0.415,0.0
consoled,0.7,0.343,0.452,0.0
consolidate,0.88,0.44,0.87,0.0
consolidated,0.7,0.366,0.784,0.0
consolidation,0.604,0.445,0.776,0.0
consonant,0.5,0.347,0.417,0.0
consort,0.632,0.509,0.63,0.414
conspicuous,0.479,0.52,0.596,0.0
conspiracy,0.125,0.787,0.652,0.0
conspirator,0.271,0.786,0.707,0.0
conspire,0.206,0.74,0.52,0.0
constable,0.573,0.667,0.764,0.508
constancy,0.786,0.443,0.763,0.656
constant,0.74,0.296,0.686,0.555
constantly,0.663,0.561,0.7,0.617
constellation,0.719,0.533,0.775,0.0
consternation,0.167,0.68,0.469,0.0
constipation,0.079,0.612,0.231,0.0
constituency,0.5,0.48,0.696,0.0
constituent,0.573,0.5,0.827,0.0
constituents,0.573,0.414,0.833,0.0
constitute,0.812,0.349,0.906,0.492
constitution,0.59,0.38,0.889,0.0
constitutional,0.633,0.418,0.827,0.586
constitutionality,0.612,0.439,0.853,0.0
constrain,0.261,0.5,0.5,0.0
constrained,0.135,0.537,0.357,0.0
constraint,0.323,0.55,0.481,0.0
construct,0.75,0.648,0.792,0.0
construction,0.848,0.612,0.759,0.0
constructive,0.86,0.57,0.812,0.0
construe,0.602,0.519,0.553,0.0
consul,0.573,0.354,0.688,0.477
consulate,0.561,0.453,0.694,0.0
consult,0.755,0.37,0.441,0.57
consultant,0.77,0.344,0.808,0.0
consultation,0.66,0.463,0.625,0.0
consume,0.427,0.62,0.509,0.0
consumer,0.507,0.551,0.677,0.0
consuming,0.573,0.541,0.536,0.0
consummate,0.551,0.54,0.558,0.0
consummation,0.583,0.676,0.661,0.0
consumption,0.39,0.531,0.538,0.0
contact,0.719,0.424,0.526,0.0
contagion,0.208,0.63,0.535,0.0
contagious,0.184,0.725,0.4,0.0
contain,0.542,0.49,0.658,0.0
container,0.551,0.396,0.561,0.0
containment,0.411,0.491,0.618,0.0
contaminate,0.14,0.611,0.426,0.0
contaminated,0.04,0.5,0.368,0.0
contamination,0.125,0.61,0.375,0.0
contemplate,0.74,0.347,0.642,0.0
contemplation,0.552,0.324,0.627,0.0
contemplative,0.729,0.308,0.739,0.0
contemporaneous,0.64,0.373,0.591,0.0
contemporary,0.72,0.365,0.569,0.0
contempt,0.206,0.635,0.396,0.0
contemptible,0.146,0.657,0.471,0.0
contemptuous,0.204,0.5,0.375,0.0
contend,0.51,0.657,0.731,0.0
contender,0.48,0.79,0.681,0.0
contending,0.49,0.698,0.716,0.0
content,0.764,0.296,0.559,0.562
contented,0.857,0.612,0.746,0.0
contention,0.375,0.51,0.738,0.0
contentious,0.422,0.573,0.637,0.0
contentment,0.875,0.61,0.782,0.0
contents,0.656,0.375,0.55,0.0
contest,0.667,0.698,0.717,0.0
contestant,0.76,0.53,0.602,0.0
context,0.531,0.3,0.553,0.0
contiguous,0.375,0.45,0.5,0.0
continence,0.45,0.396,0.469,0.0
continent,0.551,0.373,0.833,0.0
continental,0.486,0.35,0.755,0.0
contingency,0.396,0.5,0.67,0.0
contingent,0.47,0.531,0.659,0.0
continual,0.5,0.423,0.685,0.0
continually,0.646,0.438,0.698,0.0
continuance,0.729,0.51,0.652,0.0
continuation,0.615,0.47,0.566,0.0
continue,0.63,0.427,0.612,0.422
continued,0.635,0.44,0.5,0.0
continuing,0.667,0.5,0.52,0.0
continuity,0.781,0.439,0.684,0.0
continuous,0.625,0.509,0.58,0.0
continuously,0.719,0.417,0.702,0.0
continuum,0.677,0.39,0.491,0.0
contour,0.589,0.265,0.414,0.0
contraband,0.177,0.875,0.67,0.0
contraception,0.296,0.518,0.525,0.0
contract,0.594,0.412,0.636,0.0
contracted,0.344,0.557,0.449,0.0
contractile,0.48,0.586,0.569,0.0
contracting,0.594,0.49,0.769,0.0
contraction,0.292,0.755,0.603,0.0
contractor,0.592,0.479,0.727,0.0
contradict,0.16,0.598,0.482,0.0
contradiction,0.25,0.66,0.377,0.0
contradictory,0.365,0.651,0.421,0.0
contraption,0.448,0.59,0.491,0.0
contrary,0.327,0.449,0.338,0.0
contrast,0.48,0.406,0.52,0.0
contrasted,0.521,0.538,0.491,0.0
contravene,0.357,0.618,0.472,0.0
contravention,0.344,0.627,0.593,0.0
contribute,0.806,0.35,0.795,0.0
contribution,0.854,0.452,0.76,0.0
contributor,0.844,0.51,0.76,0.492
contrite,0.347,0.363,0.473,0.0
contrition,0.347,0.583,0.463,0.0
contrived,0.408,0.53,0.458,0.0
control,0.729,0.352,0.808,0.0
controller,0.469,0.712,0.868,0.0
controlling,0.49,0.441,0.885,0.0
controversial,0.271,0.858,0.538,0.0
controversy,0.25,0.819,0.6,0.0
contusion,0.167,0.565,0.509,0.0
conundrum,0.354,0.524,0.408,0.0
convalescent,0.458,0.48,0.269,0.0
convection,0.521,0.494,0.526,0.0
convene,0.583,0.676,0.636,0.0
convenience,0.781,0.448,0.613,0.0
conveniences,0.802,0.412,0.693,0.0
convenient,0.846,0.491,0.574,0.0
convent,0.48,0.217,0.594,0.547
convention,0.622,0.622,0.704,0.0
conventional,0.594,0.292,0.634,0.0
converge,0.635,0.471,0.539,0.0
convergence,0.551,0.491,0.625,0.0
convergent,0.781,0.49,0.696,0.0
conversant,0.724,0.36,0.542,0.0
conversation,0.75,0.51,0.609,0.0
conversational,0.719,0.431,0.596,0.0
conversationalist,0.719,0.467,0.667,0.0
converse,0.594,0.406,0.598,0.0
conversing,0.755,0.409,0.442,0.0
conversion,0.48,0.605,0.736,0.0
convert,0.551,0.538,0.704,0.0
converted,0.663,0.418,0.686,0.0
convertible,0.542,0.529,0.717,0.0
convex,0.438,0.427,0.445,0.0
convexity,0.449,0.354,0.484,0.0
convey,0.719,0.633,0.708,0.0
conveyance,0.615,0.52,0.455,0.0
conveyancing,0.375,0.479,0.663,0.438
convict,0.177,0.84,0.477,0.0
conviction,0.615,0.704,0.826,0.0
convince,0.708,0.539,0.763,0.586
convinced,0.75,0.5,0.63,0.578
convincing,0.76,0.527,0.9,0.633
convocation,0.538,0.611,0.663,0.0
convoluted,0.323,0.614,0.433,0.0
convolution,0.417,0.559,0.527,0.0
convoy,0.5,0.671,0.639,0.0
coo,0.49,0.439,0.5,0.0
cook,0.847,0.5,0.412,0.0
cookbook,0.602,0.346,0.398,0.0
cooker,0.592,0.373,0.407,0.0
cookery,0.633,0.368,0.345,0.0
cookie,0.792,0.306,0.25,0.0
cookies,0.823,0.451,0.316,0.0
cooking,0.694,0.51,0.434,0.0
cookout,0.68,0.406,0.482,0.0
cool,0.885,0.54,0.781,0.0
coolant,0.72,0.412,0.456,0.0
cooler,0.664,0.375,0.46,0.0
cooling,0.469,0.324,0.392,0.0
coolness,0.49,0.307,0.548,0.0
coon,0.49,0.46,0.4,0.0
coop,0.612,0.445,0.65,0.0
cooperate,0.898,0.451,0.582,0.0
cooperating,0.76,0.39,0.693,0.711
cooperation,0.847,0.473,0.686,0.711
cooperative,0.816,0.461,0.67,0.781
coordinate,0.698,0.429,0.694,0.0
coordination,0.677,0.454,0.789,0.0
coordinator,0.75,0.51,0.85,0.0
cop,0.327,0.77,0.836,0.43
copacetic,0.51,0.471,0.453,0.0
cope,0.592,0.647,0.709,0.0
copier,0.459,0.345,0.39,0.0
copilot,0.64,0.538,0.573,0.0
coping,0.562,0.63,0.613,0.0
copious,0.427,0.462,0.527,0.0
copper,0.58,0.26,0.5,0.0
copter,0.571,0.704,0.569,0.0
copy,0.46,0.24,0.263,0.0
copycat,0.449,0.58,0.443,0.0
copying,0.448,0.315,0.404,0.0
copyright,0.458,0.402,0.663,0.0
coral,0.802,0.231,0.425,0.0
coral snake,0.276,0.712,0.607,0.0
cord,0.388,0.378,0.358,0.0
cordial,0.823,0.312,0.482,0.0
cordless,0.667,0.441,0.528,0.0
cordon,0.469,0.317,0.38,0.0
corduroy,0.57,0.324,0.357,0.0
core,0.721,0.378,0.54,0.0
cork,0.347,0.25,0.281,0.0
corkscrew,0.427,0.443,0.445,0.0
corn,0.594,0.196,0.292,0.0
cornball,0.479,0.378,0.325,0.0
cornbread,0.643,0.304,0.302,0.0
cornea,0.521,0.346,0.443,0.0
corned,0.459,0.441,0.425,0.0
corner,0.4,0.296,0.366,0.0
cornerstone,0.55,0.388,0.596,0.0
cornet,0.507,0.52,0.415,0.0
cornfield,0.719,0.31,0.349,0.0
cornflakes,0.729,0.346,0.355,0.0
cornice,0.458,0.441,0.295,0.0
cornstarch,0.643,0.299,0.337,0.0
corny,0.448,0.37,0.221,0.0
corollary,0.458,0.469,0.366,0.0
corona,0.818,0.439,0.745,0.0
coronary,0.567,0.613,0.509,0.0
coronation,0.792,0.592,0.836,0.523
coroner,0.323,0.558,0.526,0.0
corporal,0.582,0.49,0.596,0.0
corporate,0.592,0.454,0.745,0.0
corporation,0.429,0.332,0.873,0.328
corporeal,0.52,0.35,0.461,0.0
corps,0.551,0.453,0.483,0.0
corpse,0.094,0.657,0.232,0.0
corpsman,0.439,0.469,0.651,0.0
corpus,0.543,0.34,0.49,0.0
corral,0.606,0.662,0.422,0.0
correct,0.857,0.306,0.723,0.0
correction,0.448,0.485,0.558,0.0
correctional,0.292,0.713,0.602,0.0
corrective,0.448,0.528,0.613,0.0
correctness,0.796,0.45,0.649,0.523
correlation,0.596,0.462,0.571,0.0
correlative,0.51,0.402,0.571,0.0
correspond,0.71,0.452,0.545,0.0
correspondence,0.663,0.423,0.491,0.0
correspondent,0.573,0.565,0.712,0.0
corresponding,0.74,0.423,0.618,0.0
corridor,0.604,0.589,0.592,0.0
corroborate,0.671,0.471,0.616,0.617
corroboration,0.625,0.431,0.733,0.57
corrosion,0.156,0.61,0.348,0.0
corrosive,0.14,0.618,0.57,0.0
corrupt,0.02,0.806,0.5,0.0
corrupting,0.062,0.804,0.38,0.0
corruption,0.052,0.83,0.549,0.0
corsage,0.51,0.294,0.397,0.0
corse,0.448,0.451,0.382,0.0
corset,0.49,0.52,0.381,0.0
cortex,0.594,0.439,0.529,0.0
cortical,0.38,0.423,0.536,0.0
cortisone,0.427,0.395,0.456,0.0
corvette,0.551,0.52,0.598,0.0
cosmetic,0.625,0.304,0.308,0.0
cosmetics,0.765,0.464,0.472,0.0
cosmic,0.663,0.538,0.692,0.0
cosmology,0.651,0.438,0.637,0.0
cosmopolitan,0.823,0.51,0.76,0.367
cosmos,0.86,0.478,0.664,0.0
cost,0.365,0.42,0.439,0.0
costly,0.316,0.65,0.642,0.0
costume,0.548,0.51,0.374,0.0
cosy,0.847,0.255,0.518,0.0
cot,0.625,0.23,0.278,0.0
cote,0.439,0.344,0.324,0.0
cottage,0.6,0.279,0.361,0.0
cotton,0.639,0.071,0.24,0.0
couch,0.594,0.082,0.198,0.0
cougar,0.438,0.588,0.538,0.0
cough,0.255,0.627,0.241,0.0
council,0.875,0.279,0.635,0.594
councilman,0.531,0.367,0.793,0.0
counsel,0.594,0.519,0.73,0.656
counseling,0.667,0.48,0.704,0.0
counsellor,0.823,0.327,0.74,0.57
counselor,0.873,0.365,0.706,0.648
count,0.594,0.389,0.492,0.43
countdown,0.438,0.692,0.49,0.0
countenance,0.635,0.44,0.69,0.523
counter,0.439,0.478,0.75,0.0
counteract,0.378,0.542,0.688,0.0
counterattack,0.281,0.951,0.764,0.0
counterbalance,0.52,0.48,0.627,0.0
counterclaim,0.398,0.76,0.651,0.0
counterfeit,0.094,0.694,0.451,0.0
counterpart,0.448,0.608,0.577,0.0
counterpoint,0.438,0.509,0.538,0.0
countess,0.562,0.44,0.67,0.0
countless,0.52,0.566,0.534,0.0
country,0.698,0.394,0.693,0.0
countryman,0.673,0.441,0.789,0.484
countrymusic,0.795,0.451,0.438,0.0
countryside,0.732,0.288,0.327,0.0
counts,0.343,0.373,0.5,0.0
county,0.479,0.368,0.545,0.336
coup,0.275,0.815,0.607,0.0
coupe,0.479,0.46,0.482,0.0
couple,0.806,0.605,0.607,0.0
coupled,0.612,0.286,0.65,0.0
coupling,0.594,0.479,0.555,0.0
coupon,0.704,0.3,0.421,0.0
courage,0.83,0.728,0.849,0.695
courageous,0.918,0.587,0.879,0.633
courier,0.551,0.383,0.441,0.461
courses,0.735,0.412,0.534,0.0
coursing,0.542,0.472,0.546,0.0
court,0.479,0.769,0.827,0.0
courteous,0.937,0.396,0.529,0.0
courtesy,0.927,0.287,0.431,0.0
courthouse,0.571,0.503,0.818,0.0
courtroom,0.385,0.67,0.887,0.0
courts,0.367,0.71,0.816,0.0
courtship,0.667,0.49,0.654,0.508
courtside,0.592,0.391,0.434,0.0
courtyard,0.503,0.365,0.355,0.0
cousin,0.675,0.394,0.427,0.0
cousins,0.76,0.409,0.464,0.0
cove,0.5,0.304,0.37,0.0
coven,0.458,0.578,0.591,0.0
covenant,0.594,0.462,0.667,0.672
cover,0.365,0.24,0.471,0.375
coverage,0.767,0.413,0.629,0.0
covered,0.562,0.34,0.644,0.0
covering,0.615,0.382,0.583,0.0
covert,0.5,0.57,0.508,0.0
covet,0.302,0.779,0.524,0.0
coveted,0.661,0.73,0.625,0.0
cow,0.449,0.23,0.3,0.0
coward,0.102,0.49,0.149,0.0
cowardice,0.133,0.621,0.167,0.0
cowardly,0.102,0.385,0.127,0.0
cowboy,0.594,0.625,0.695,0.0
cowgirl,0.541,0.566,0.554,0.0
cowhand,0.438,0.48,0.596,0.0
cowhide,0.458,0.324,0.333,0.0
cowl,0.427,0.45,0.232,0.0
coworker,0.667,0.49,0.625,0.0
coy,0.347,0.33,0.213,0.0
coyote,0.459,0.471,0.387,0.0
cozy,0.91,0.356,0.545,0.0
crab,0.421,0.396,0.33,0.0
crabby,0.198,0.812,0.37,0.0
crack,0.302,0.625,0.4,0.0
cracked,0.224,0.52,0.228,0.0
cracker,0.604,0.343,0.346,0.0
crackerjack,0.567,0.509,0.426,0.0
cracking,0.327,0.557,0.286,0.0
crackle,0.327,0.643,0.481,0.0
crackpot,0.26,0.602,0.245,0.0
cradle,0.776,0.194,0.333,0.531
craft,0.76,0.321,0.539,0.0
crafts,0.667,0.38,0.391,0.0
craftsman,0.719,0.31,0.583,0.0
craftsmanship,0.823,0.373,0.571,0.0
crafty,0.589,0.679,0.783,0.0
craig,0.448,0.449,0.49,0.0
cram,0.354,0.73,0.598,0.0
crammed,0.406,0.74,0.466,0.0
cramp,0.194,0.796,0.34,0.0
cramped,0.24,0.567,0.36,0.0
cranberry,0.793,0.33,0.363,0.0
cranberry juice,0.622,0.321,0.281,0.0
crane,0.396,0.417,0.589,0.0
cranial,0.354,0.51,0.583,0.0
cranium,0.439,0.491,0.725,0.0
crank,0.448,0.275,0.417,0.0
cranky,0.194,0.776,0.396,0.0
cranny,0.194,0.471,0.25,0.0
crap,0.083,0.644,0.167,0.0
crappy,0.039,0.582,0.208,0.0
craps,0.375,0.42,0.273,0.0
crash,0.194,0.906,0.355,0.0
crass,0.223,0.49,0.466,0.0
crate,0.427,0.173,0.274,0.0
crater,0.45,0.647,0.529,0.0
crave,0.625,0.51,0.731,0.0
craving,0.51,0.755,0.636,0.0
crawfish,0.51,0.427,0.342,0.0
crawl,0.479,0.519,0.467,0.0
crayon,0.604,0.26,0.185,0.0
crayons,0.684,0.366,0.405,0.0
craze,0.255,0.657,0.435,0.0
crazed,0.153,0.877,0.417,0.0
craziness,0.238,0.908,0.255,0.0
